Registry,Assignment,Organization Name,Organization Address
MA-L,089115,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,74D423,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,E04735,Ericsson AB,Torshamnsgatan 36 Stockholm  SE SE-164 80 
MA-L,909877,Vestel Elektronik San ve Tic. A.S.,Organize san Manisa Turket TR 45030 
MA-L,ECA138,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,E0EF02,"Chengdu Quanjing Intelligent Technology Co.,Ltd","Building A2, Chi Yuen Technology Park, 1001 College Avenue, Nanshan District, Shenzhen,P.R.C. Shenzhen Guangdong CN 518000 "
MA-L,4CA3A7,TECNO MOBILE LIMITED,"ROOMS 05-15, 13A/F., SOUTH TOWER, WORLD FINANCE CENTRE, HARBOUR CITY, 17 CANTON ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG Hong Kong Hong Kong HK 999077 "
MA-L,B067B5,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,5C5284,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,C0956D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,3C39C8,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A8ABB5,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,5864C4,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,40A53B,Nokia,600 March Road Kanata Ontario CA K2K 2E6 
MA-L,74803F,Renesas Electronics (Penang) Sdn. Bhd.,"Phase 3, Bayan Lepas FIZ Bayan Lepas Penang MY 11900 "
MA-L,900A62,Inventus Power Eletronica do Brasil LTDA,"Av Buriti, 4285 Distrito Industrial Manaus Amazonas BR 69075000 "
MA-L,505FB5,ASKEY COMPUTER CORP,"10F, NO. 119, JIANKANG RD., ZHONGHE DIST. NEW TAIPEI   TW 235 "
MA-L,88DE7C,ASKEY COMPUTER CORP,"10F, No.119, JIANKANG RD., ZHINGHE DIST, NEW TAIPEI CITY  TW 23585 "
MA-L,045747,GoPro,3000 Clearview Way San Mateo CA US 94402 
MA-L,5C60BA,HP Inc.,10300 Energy Dr Spring TX US 77389 
MA-L,BCF88B,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,68539D,EM Microelectronic,Rue des Sors 3 Marin-Epagnier Neuchatel CH 2074 
MA-L,0443FD,"Sichuan Tianyi Comheart Telecom Co.,LTD","No.198,First Section,Snow Mountain Avenue, Jinyuan Town, Dayi County Chengdu Sichuan CN 611330 "
MA-L,A4897E,"Guangzhou Yuhong Technology Co.,Ltd.","Room 402, No. 11 Software Road, Tianhe District, Guangzhou Guangzhou Guangdong CN 510640 "
MA-L,BCD767,BAE Systems Apllied Intelligence,170 Waterside House Guildford Surrey GB GU2 7RQ 
MA-L,EC1D9E,"Quectel Wireless Solutions Co.,Ltd.","7th Floor, Hongye Building, No.1801 Hongmei Road, Xuhui District Shanghai  CN 200233 "
MA-L,80646F,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,3CA7AE,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,AC3184,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,503F50,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,2C691D,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,CC29BD,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,385CFB,Silicon Laboratories,400 West Cesar Chavez Street Austin TX US 78701 
MA-L,C43D1A,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,04E8B9,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,E02E0B,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,E8CC8C,Chengdu Jiarui Hualian Communication Technology Co,"5th Floor, Building F, Huirong Plaza (Jinhua), No. 88, Section 3, Jinhua Road, Industrial Park, Jinjiang District, Chengdu, Sichuan Province Chengdu Sichuan CN 610000 "
MA-L,E46564,"SHENZHEN KTC TECHNOLOGY CO.,LTD","Add: NO.4023, Wuhe Road, Bantian, Longgang District, Shenzhen, China SHEN ZHEN GUANG DONG CN 518100 "
MA-L,3CE064,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,E0928F,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,CC037B,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,581CF8,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,AC198E,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,C85EA9,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,C8BF4C,"Beijing Xiaomi Mobile Software Co., Ltd","The Rainbow City Office Building, 68 Qinghe Middle Street Haidian District Beijing Beijing CN 100085 "
MA-L,7CDE78,"New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District Hangzhou Zhejiang CN 310052 "
MA-L,B8FBAF,"Xiamen IPRT Technology CO.,LTD","3~5Floor,No.101,Huili Industry Park,Meixi Road,Tongan District,Xiamen,China. xiamen fujian CN 361000 "
MA-L,348518,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,E051D8,China Dragon Technology Limited,"B4 Bldg.Haoshan 1st Industry Park, Shenzhen Guangdong CN 518104 "
MA-L,549A11,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,ECE6A2,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
MA-L,AC84C6,"TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan Shenzhen Guangdong CN 518057 "
MA-L,1C0ED3,"Sichuan Tianyi Comheart Telecom Co.,LTD","No.198,First Section,Snow Mountain Avenue, Jinyuan Town, Dayi County Chengdu Sichuan CN 611330 "
MA-L,380A4F,PRACHI ENTERPRISES,"B-141, 2nd FLOOR SECTOR-6 NOIDA NOIDA UTTARPRADESH IN 201301 "
MA-L,A0CDF3,"Murata Manufacturing Co., Ltd.","1-10-1, Higashikotari Nagaokakyo-shi Kyoto JP 617-8555 "
MA-L,AC5AF0,LG Electronics,"222 LG-ro, JINWI-MYEON Pyeongtaek-si Gyeonggi-do KR 451-713 "
MA-L,ECA62F,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,0CBEF1,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,AC936A,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,38A44B,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,801970,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,5C53C3,"Ubee Interactive Co., Limited","Flat/RM 1202, 12/F, AT Tower, 180 Electric Road North Point  HK 00000 "
MA-L,B48A0A,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,C83A1B,Toshiba TEC Corporation Inc,Oval Court Ohsaki Mark East Shinagawa-ku Tokyo JP 141-8664 
MA-L,E0F728,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,242934,"Google, Inc.",1600 Amphitheatre Parkway Mountain View CA US 94043 
MA-L,3822F4,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,8002F4,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,149BF3,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
MA-L,10071D,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
MA-L,C8C13C,"RuggedTek Hangzhou Co., Ltd",Zhejiang University National Science Park Hangzhou Zhejiang CN 310013 
MA-L,B850D8,"Beijing Xiaomi Mobile Software Co., Ltd","The Rainbow City Office Building, 68 Qinghe Middle Street Haidian District Beijing Beijing CN 100085 "
MA-L,F4B3B1,Silicon Laboratories,400 West Cesar Chavez Street Austin TX US 78701 
MA-L,C09F51,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,"NO.8 Tangzhuang Road,Suzhou Industrial Park,Su ZhouCity,JiangSu Province,China Suzhou  CN 215021 "
MA-L,10B232,"Qingdao Intelligent&Precise Electronics Co.,Ltd.",No.218 Qianwangang Road Qingdao Shangdong CN 266510 
MA-L,581DD8,Sagemcom Broadband SAS,"250, route de l'Empereur Rueil Malmaison Cedex hauts de seine FR 92848 "
MA-L,30D587,"Samsung Electronics Co.,Ltd","#416, Maetan 3-dong Suwon-si Gyeonggi-do KR 443-742 "
MA-L,14F592,"Shenzhen SDG DONZHI Technology Co., Ltd","1001 SDG Information Technology Building, No.2 Qiongyu Road, Science park Community, Yuehai Street, Nanshan District, Shenzhen GuangDong CN 518000 "
MA-L,4C09FA,FRONTIER SMART TECHNOLOGIES LTD,17 Waterloo Place London  GB SW1Y 4AR 
MA-L,242CFE,"Zhejiang Tmall Technology Co., Ltd.","No.969 Wenyi West Road, Wuchang Street, Yuhang District Hangzhou Zhejiang CN 310024 "
MA-L,A042D1,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,58879F,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,9C1FCA,"Hangzhou AlmightyDigit Technology Co., Ltd","Room A0041, 10 / F, building 1, Haizhi center, Cangqian street, Yuhang District Hangzhou Zhejiang  CN 310000 "
MA-L,2CDC78,Descartes Systems (USA) LLC,2030 Powers Ferry Road SE Atlanta GA US 303339 
MA-L,68A7B4,"Honor Device Co., Ltd.","Suite 3401, Unit A, Building 6, Shum Yip Sky Park, No. 8089, Hongli West Road, Xiangmihu Street, Futian District  Shenzhen  Guangdong CN 518040 "
MA-L,803C20,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,A4DD58,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,E8D87E,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,78034F,Nokia,600 March Road Kanata Ontario CA K2K 2E6 
MA-L,0015A6,Digital Electronics Products Ltd.,"Room 301, 3 rd Floor, Tsun Yip Centre Kwun Tong  HK 852 "
MA-L,A8A237,Arcadyan Corporation,"No.8, Sec.2, Guangfu Rd. Hsinchu City Hsinchu TW 30071 "
MA-L,F8AB82,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,EC30B3,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,08E63B,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,88C174,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,C89E61,Lyngsoe Systems LTd,"101 Simona Dr., Unit 2 Bolton Ontario CA L7E 4E8 "
MA-L,902CFB,"CanTops Co,.Ltd.","A-1002 Digital Empire, 16, Deogyong-daero 1556beon-gil Yeongtong-gu Suwon-si, Gyonggi-do KR 1660 "
MA-L,1CAF4A,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,C8120B,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,6C1524,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,C08D51,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,44B4B2,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,ACCCFC,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,E8DC6C,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,B03F64,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,2C8217,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,142D4D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,EC42CC,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B8211C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,28BE43,"vivo Mobile Communication Co., Ltd.","No.1, vivo Road, Chang'an Dongguan Guangdong CN 523860 "
MA-L,2CFC8B,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
MA-L,002604,WorldCast Systems,20 Avenue Neil Armstrong  Mérignac  FR 33700 
MA-L,F8AD24,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.","No.178 Yulong Avenue, Yufengshan, Yubei District, Chongqing. Chongqing  China CN 401120 "
MA-L,A8C98A,"New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District Hangzhou Zhejiang CN 310052 "
MA-L,E0276C,Guangzhou Shiyuan Electronic Technology Company Limited,"No.6, 4th Yunpu Road, Yunpu industry District Guangzhou Guangdong CN 510530 "
MA-L,DC8E95,Silicon Laboratories,400 West Cesar Chavez Street Austin TX US 78701 
MA-L,AC8FA9,Nokia Solutions and Networks GmbH & Co. KG,Werinherstrasse 91 München Bavaria DE D-81541 
MA-L,000AD0,"Niigata Develoment Center,  F.I.T. Co., Ltd.",Akane-Niigata Building 2F Niigata Niigata Prefecture JP 950-0944 
MA-L,7CEF40,Nextorage Corporation,"Kawasaki-eki-mae Tower Riverk 9F, 12-1, Ekimaehoncho, Kawasaki-ku Kawasaki City Kanagawa JP 210-0007 "
MA-L,C0E01C,"IoT Security Group, SL","Calle Pez Dorado, 27, local 2 Torremolinos Malaga ES 29620 "
MA-L,AC51AB,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,48CDD3,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,CC6618,Adtran Inc,901 Explorer Blvd. Huntsville AL US 35806-2807 
MA-L,44291E,AltoBeam (China) Inc.,"B808, Tsinghua Tongfang Hi-Tech Plaza, Haidian Beijing Beijing CN 100083 "
MA-L,24EBED,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,2874F5,Nokia Solutions and Networks GmbH & Co. KG,Werinherstrasse 91 München Bavaria DE D-81541 
MA-L,A04466,Intellics,"697, Pangyo-ro, Bundang-gu Seongnam-si Gyeonggi-do KR 13511 "
MA-L,446D7F,Amazon Technologies Inc.,P.O Box 8102  Reno  US 89507 
MA-L,2406F2,"Sichuan Tianyi Comheart Telecom Co.,LTD","No.198,First Section,Snow Mountain Avenue, Jinyuan Town, Dayi County Chengdu Sichuan CN 611330 "
MA-L,6818D9,Hill AFB - CAPRE Group,7278 4th Street Hill AFB UT US 84056 
MA-L,18BC57,ADVA Optical Networking Ltd.,ADVAntage House York  GB YO30 4RY 
MA-L,D8E2DF,Microsoft Corporation,One Microsoft Way REDMOND WA US 98052 
MA-L,388F30,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,6C0F61,Hypervolt Ltd,25 Churchill Place London  GB E14 5EY 
MA-L,C0C170,"Shenzhen SuperElectron Technology Co.,Ltd","1213-1214, haosheng business center, dongbin road, nanshan street, nanshan district, shenzhen city Shenzhen Guangdong CN 518000 "
MA-L,504289,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,84C692,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,6CB2FD,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,302BDC,"Top-Unum Electronics Co., LTD","No. 58, Ln. 137, Jianshan Rd., Yingge Dist.,  New Taipei City 239, Taiwan CN 239 "
MA-L,90F7B2,"New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District Hangzhou Zhejiang CN 310052 "
MA-L,1C47F6,"Zhidao Network Technology(Shenzhen) Co.,Ltd","B3, 11 / F, Exiang Technology Building, No. 31, Zhongsi Road, Gaoxin, Maling Community, Yuehai Street, Nanshan District Shenzhen  CN 518000 "
MA-L,000CD6,PARTNER TECH,"10F, NO.233-2,PAO CHIAO ROAD, SHIN TIEN TAIPEI  TW 231 "
MA-L,6C9308,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,E881AB,"Beijing Sankuai Online Technology Co.,Ltd","BC Building, China Electronic Science Taiji Information Technology Industry Base, Yard 7, Rongda Road, Chaoyang District Beijing  CN 100102 "
MA-L,D4BD4F,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
MA-L,5CC9C0,Renesas Electronics (Penang) Sdn. Bhd.,"Phase 3, Bayan Lepas FIZ Bayan Lepas Penang MY 11900 "
MA-L,8C1553,Beijing Memblaze Technology Co Ltd,"Building B2,Dongsheng Park, 66 Xixiaokou Road, Haidian Beijing Beijing CN 100192 "
MA-L,6CB158,"TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan Shenzhen Guangdong CN 518057 "
MA-L,B0A4F0,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,04E31A,Sagemcom Broadband SAS,"250, route de l'Empereur Rueil Malmaison Cedex hauts de seine FR 92848 "
MA-L,B4695F,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
MA-L,24753A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
MA-L,C85895,"Motorola Mobility LLC, a Lenovo Company",222 West Merchandise Mart Plaza Chicago IL US 60654 
MA-L,6C999D,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,C0060C,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,2C3341,China Mobile IOT Company Limited,"NO.8 Yu Ma Road, NanAn Area Chongqing Chongqing CN 401336 "
MA-L,AC567B,Sunnovo International Limited,1717 Haitai Building Beijing Beijing CN 100083 
MA-L,34D737,IBG Industriebeteiligungsgesellschaft mbH &b Co. KG,Pferdmengestr. 1 Cologne NRW DE 50968 
MA-L,A8537D,"Mist Systems, Inc.","1601 South De Anza Blvd, Suite 248 Cupertino CA US 95014 "
MA-L,E4DADF,Taicang T&W Electronics,89# Jiang Nan RD Suzhou Jiangsu CN 215412 
MA-L,7C35F8,"Zhejiang Tmall Technology Co., Ltd.","No.969 Wenyi West Road, Wuchang Street, Yuhang District Hangzhou Zhejiang CN 310024 "
MA-L,B05C16,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
MA-L,08E021,"Honor Device Co., Ltd.","Suite 3401, Unit A, Building 6, Shum Yip Sky Park, No. 8089, Hongli West Road, Xiangmihu Street, Futian District  Shenzhen  Guangdong CN 518040 "
MA-L,9CC12D,"GD Midea Air-Conditioning Equipment Co.,Ltd.","Midea Global Innovation Center,Beijiao Town,Shunde Foshan Guangdong CN 528311 "
MA-L,7426FF,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,C42728,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,8CC7C3,NETLINK ICT ,"Jupitor Jn,Near Time kids Koothattukulam - Piravom Rd Ernakulam KL IN 686662 "
MA-L,E8D322,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,A0B4BF,InfiNet LLC,"Office 425, 69/75 Vavilova str. Moscow\  RU 117335 "
